ToolingStock,ToolingType,ToolingSize,Description,ControlLimit,SpecLimit,StoreID,ToolingQty,UTLSite,ActiveFlag,UpdateBy,CreateBy,UpdateTime,CreateTime,Remark,EquipModel,PartNo
ST000001,STENCIL,FR5076,ON 6x4 FR5076,5000,4900,47086159,5,UTL1,FALSE,,,08:27.1,18:46.8,,,
ST000002,STENCIL,FR5077_1,TI 5x6 FR5077 480,5000,4900,47086167,0,UTL1,FALSE,,,09:59.7,07:55.0,,,
ST000003,STENCIL,FR5077_2,TI 5x6 FR5077 481,5000,4900,47086168,0,UTL1,FALSE,PE ULT1,,12:01.7,11:02.8,,,
ST000004,STENCIL,FR5078_1,TI 6x5 FR5078 490,5000,4900,47086164,0,UTL1,FALSE,,,14:42.4,13:00.6,,,
ST000005,STENCIL,FR5078,TI 6x5 FR5078 491,5000,4900,47086171,0,UTL1,FALSE,,,14:30.5,14:30.5,,,
ST000006,STENCIL,FR5079_1,TI 5x4 FR5079 496,5000,4900,47086165,0,UTL1,FALSE,,,16:01.5,16:01.5,,,
ST000007,STENCIL,FR5079_2,TI 5x4 FR5079 495,5000,4900,47086166,0,UTL1,FALSE,,,17:46.2,17:46.2,,,
ST000008,STENCIL,FR5101,ONS 5x5 DrMos,5000,4900,-,-1,UTL1,FALSE,,,44:44.0,44:44.0,,,
ST000009,STENCIL,CSD95480,FR5077_1,4900,5000,47086167,0,UTL1,FALSE,,PE ULT1,15:04.2,15:04.2,,,
ST000010,STENCIL,CSD95481,FR5077_2,4900,5000,47086168,0,UTL1,FALSE,,PE ULT1,17:16.7,17:16.7,,,
ST000011,STENCIL,CSD95481,FR5077_3,4900,5000,n/a,0,UTL1,FALSE,,PE ULT1,18:08.6,18:08.6,,,
ST000012,STENCIL,CSD95490,FR5078_1,4900,5000,47086164,0,UTL1,FALSE,,PE ULT1,18:43.8,18:43.8,,,
ST000013,STENCIL,CSD95491,FR5107,4900,5000,47086172,0,UTL1,FALSE,,PE ULT1,19:24.0,19:24.0,,,
ST000014,STENCIL,CSD95492,FR5079_1,4900,5000,47086165,0,UTL1,FALSE,,PE ULT1,19:52.3,19:52.3,,,
ST000015,STENCIL,CSD95495,FR5079_2,4900,5000,47086166,0,UTL1,FALSE,,PE ULT1,20:20.6,20:20.6,,,
ST000016,STENCIL,test,test,4900,5000,test,5,UTL1,TRUE,Admin,PE ULT1,35:34.4,36:09.3,,,
ST000017,STENCIL,testmilk,testmilk,5000,5000,5000,1,UTL1,TRUE,,Admin,03:08.2,03:08.2,,,
