ToolingStock,ToolingType,ToolingSize,Description,ControlLimit,SpecLimit,StoreID,ToolingQty,UTLSite,ActiveFlag,UpdateBy,CreateBy,UpdateTime,CreateTime,Remark,EquipModel,PartNo
CT000127,CUTTINGTOOL,NA0008_008,JMJ,4999000,5000000,N/A,1,UTL1,TRUE,,PE UTL1,43:18.1,43:18.1,,,
CT000128,CUTTINGTOOL,NA0009_009,JMJ,4999000,5000000,N/A,1,UTL1,TRUE,,PE UTL1,44:11.3,44:11.3,,,
CT000129,CUTTINGTOOL,NA0033_149,JMJ,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,50:42.6,50:42.6,,,
CT000130,CUTTINGTOOL,NA0079_114,JMJ,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,17:26.6,17:26.6,,,
CT000131,CUTTINGTOOL,NA0080_115,JMJ,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,18:44.2,18:44.2,,,
CT000132,CUTTINGTOOL,NA0102_151,JMJ,4999000,5000000,N/A,0,UTL1,TRUE,PE UTL1,PE UTL1,29:27.6,28:36.0,,,
CT000133,CUTTINGTOOL,NA0092_150,A-ONE,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,47:03.8,47:03.8,,,
CT000134,CUTTINGTOOL,NA0092_128,A-ONE,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,52:07.9,52:07.9,,,
CT000135,CUTTINGTOOL,NA0033_152,JMJ,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,57:38.2,57:38.2,,,
CT000136,CUTTINGTOOL,NA0088_120,A-ONE,4999000,5000000,N/A,1,UTL1,TRUE,,PE UTL1,05:09.2,05:09.2,,,
CT000137,CUTTINGTOOL,NA0086_156,A-ONE,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,28:44.4,28:44.4,,,
CT000138,CUTTINGTOOL,NA0110_160,JMJ,4999000,5000000,N/A,2,UTL1,TRUE,,PE UTL1,51:38.2,51:38.2,,,
CT000139,CUTTINGTOOL,NA0098_134,A-ONE,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,15:20.6,15:20.6,,,
CT000140,CUTTINGTOOL,NA0085,ADI,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,35:29.6,35:29.6,,,
CT000141,CUTTINGTOOL,NA0112_157,JMJ,4999000,5000000,N/A,1,UTL1,TRUE,,PE UTL1,55:03.8,55:03.8,,,
CT000142,CUTTINGTOOL,NA0136_166,,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,03:32.7,03:32.7,,,
CT000143,CUTTINGTOOL,NA0075_141,A-ONE,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,54:53.1,54:53.1,,,
CT000144,CUTTINGTOOL,NA0104_154,JMJ,4999000,5000000,N/A,1,UTL1,TRUE,,PE UTL1,01:53.9,01:53.9,,,
CT000145,CUTTINGTOOL,NA0076_057,JMJ,4999000,5000000,N/A,2,UTL1,TRUE,,PE UTL1,39:54.9,39:54.9,,,
CT000146,CUTTINGTOOL,NA0110_158,JMJ,4999000,5000000,N/A,1,UTL1,TRUE,,PE UTL1,05:59.6,05:59.6,,,
CT000147,CUTTINGTOOL,NA0052_050,JMJ,4999000,5000000,N/A,1,UTL1,TRUE,,PE UTL1,15:30.7,15:30.7,,,
CT000148,CUTTINGTOOL,NA0091_125,A-ONE,4999000,5000000,N/A,1,UTL1,TRUE,,PE UTL1,22:50.8,22:50.8,,,
CT000149,CUTTINGTOOL,NA0110_167,JMJ,4999000,5000000,N/A,1,UTL1,TRUE,,PE UTL1,32:29.2,32:29.2,,,
CT000150,CUTTINGTOOL,NA0145_171,JMJ,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,51:30.1,51:30.1,,,
CT000151,CUTTINGTOOL,NA0110_168,JMJ,4999000,5000000,N/A,2,UTL1,TRUE,,PE UTL1,52:56.4,52:56.4,,,
CT000152,CUTTINGTOOL,NA0110_170,JMJ,4999000,5000000,N/A,2,UTL1,TRUE,,PE UTL1,54:24.5,54:24.5,,,
DN000002,DISPENSINGNOZZLE,1x0.50 mm.,LONG NOZZLE,7995000,8000000,47085277,649,UTL1,TRUE,PE UTL1,,34:17.1,51:28.4,,,
DN000003,DISPENSINGNOZZLE,1x0.65 mm.,LONG NOZZLE,7995000,8000000,47085277,208,UTL1,TRUE,PE UTL1,,47:39.1,54:24.7,,,
DN000006,DISPENSINGNOZZLE,2X0.50 mm.,2X0.50 mm.,9995000,10000000,47085227,66,UTL1,TRUE,ProcessU1,,02:40.6,56:30.3,,,
DN000007,DISPENSINGNOZZLE,2 X 0.5 MM,ONS 6X4 HS DIE,8000000,7995000,47085228,0,UTL1,FALSE,,,59:52.0,59:52.0,,,
DN000008,DISPENSINGNOZZLE,3X0.65 mm,TIU 480 LS CLIP,9995000,10000000,47085272,101,UTL1,TRUE,ProcessU1,,55:35.1,02:54.7,,,
DN000009,DISPENSINGNOZZLE,2X0.65 mm.,TIU 481 LS CLIP,9995000,10000000,47085225,26,UTL1,TRUE,ProcessU1,,03:34.8,04:26.3,,,
DN000010,DISPENSINGNOZZLE,2X0.65 mm.,TIU 490 LS CLIP,9995000,10000000,47085234,288,UTL1,TRUE,ProcessU1,,03:39.9,06:52.9,,,
DN000011,DISPENSINGNOZZLE,2X0.65 mm.,TIU 491 LS CLIP,9995000,10000000,47085274,35,UTL1,TRUE,PE UTL1,,49:28.6,11:18.9,,,
DN000012,DISPENSINGNOZZLE,0.67 mm,LONG NOZZLE,5000000,4995000,4708224,0,UTL1,FALSE,,,58:50.2,58:50.2,,,
DN000013,DISPENSINGNOZZLE,2x0.65 mm.,TIU 490 SHORT,9995000,10000000,47085275,51,UTL1,TRUE,PE UTL1,PE ULT1,59:08.1,53:19.2,,,
DN000014,DISPENSINGNOZZLE,2X0.50 mm.,FDMF3009,9995000,1000000,47010017/47010018,18,UTL1,TRUE,ProcessU1,PE ULT1,02:57.1,28:37.0,,,
DN000015,DISPENSINGNOZZLE,2x0.50 mm.,410 device,9995000,1000000,47010008/47010006,11,UTL1,TRUE,ProcessU1,PE ULT1,02:24.6,41:04.4,,,
DN000016,DISPENSINGNOZZLE,1x0.50 mm.,SHORT NOZZLE,7995000,8000000,47085276,114,UTL1,TRUE,PE UTL1,PE ULT1,34:36.0,21:49.6,,,
DN000017,DISPENSINGNOZZLE,2x0.50 mm.,415,9995000,1000000,47010009/47010007,8,UTL1,TRUE,ProcessU1,PE ULT1,03:03.8,58:33.1,,,
DN000018,DISPENSINGNOZZLE,3x0.65 mm,Dual Nozzle_480LS,1000000,1000000,47010020,-2,UTL1,TRUE,ProcessU1,PE ULT1,57:03.0,36:55.1,,,
DN000019,DISPENSINGNOZZLE,1x0.50 mm.,Dual Nozzle_480HS,1000000,1000000,47010022,-25,UTL1,FALSE,ProcessU1,PE ULT1,00:41.7,41:39.3,,,
DN000020,DISPENSINGNOZZLE,2x0.65 mm.,Dual Nozzle_490LS,1000000,1000000,47010058,0,UTL1,TRUE,,PE ULT1,43:58.5,43:58.5,,,
DN000021,DISPENSINGNOZZLE,1x0.65 mm.,Dual Nozzle_490HS,1000000,1000000,47010057,-17,UTL1,FALSE,,PE ULT1,46:32.0,46:32.0,,,
DN000022,DISPENSINGNOZZLE,1x0.65 mm.,Dual Nozzle_492/95LS,1000000,1000000,47010056,-13,UTL1,FALSE,,PE ULT1,50:11.7,50:11.7,,,
DN000023,DISPENSINGNOZZLE,1x0.50 mm.,Dual Nozzle_492/95HS,1000000,1000000,47010055,-21,UTL1,FALSE,ProcessU1,PE ULT1,01:11.2,52:21.3,,,
DN000024,DISPENSINGNOZZLE,3x0.65 mm,Dual Nozzle_410LS,1000000,1000000,47010054,9,UTL1,TRUE,ProcessU1,PE ULT1,57:09.4,56:47.1,,,
DN000025,DISPENSINGNOZZLE,1x0.50 mm.,Dual Nozzle_410CAPA,1000000,1000000,47010049,0,UTL1,TRUE,PE UTL1,PE ULT1,21:19.9,59:33.4,,,
DN000026,DISPENSINGNOZZLE,2x0.50 mm.,Dual Nozzle_410HSDie,1000000,1000000,47010067,0,UTL1,TRUE,ProcessU1,PE ULT1,03:17.5,02:03.6,,,
DN000027,DISPENSINGNOZZLE,2x0.50 mm.,Dual Nozzle_410HScu,1000000,1000000,47010065,1,UTL1,TRUE,ProcessU1,PE ULT1,03:24.6,04:41.3,,,
DN000028,DISPENSINGNOZZLE,1x0.65 mm.,Dual Nozzle3.5x4.5LS,1000000,1000000,47010064,-5,UTL1,FALSE,,PE ULT1,08:50.0,08:50.0,,,
DN000029,DISPENSINGNOZZLE,2x0.65 mm.,Dual Nozzle_5x7LS,1000000,1000000,47010063,-2,UTL1,TRUE,,PE ULT1,10:33.4,10:33.4,,,
DN000030,DISPENSINGNOZZLE,1x0.50 mm.,Dual Nozzle_5x7HS,1000000,1000000,47010062,0,UTL1,FALSE,ProcessU1,PE ULT1,01:31.4,26:04.0,,,
DN000031,DISPENSINGNOZZLE,2x0.65 mm.,Dual Nozzle_481LS,1000000,1000000,47010061,1,UTL1,TRUE,,ProcessU1,40:54.5,40:54.5,,,
DN000032,DISPENSINGNOZZLE,2x0.65 mm.,Dual Nozzle_491LS,1000000,1000000,47010060,-1,UTL1,TRUE,ProcessU1,ProcessU1,07:19.0,43:40.6,,,
DN000033,DISPENSINGNOZZLE,2x0.65 mm.,Dual Nozzle_ISL380LS,1000000,1000000,47010059,4,UTL1,TRUE,ProcessU1,ProcessU1,07:25.1,45:45.2,,,
DN000034,DISPENSINGNOZZLE,1x0.65 mm.,Dual Nozzle_ISL380HS,1000000,1000000,47010066,-13,UTL1,FALSE,,ProcessU1,47:24.0,47:24.0,,,
DN000035,DISPENSINGNOZZLE,2x0.65 mm.,Dual Nozzle_NCP302LS,1000000,100000,47010052,6,UTL1,TRUE,,ProcessU1,51:03.0,51:03.0,,,
DN000036,DISPENSINGNOZZLE,1x0.50 mm.,Dual Nozzle_NCP302HS,1000000,1000000,47010050,-9,UTL1,FALSE,ProcessU1,ProcessU1,01:38.7,53:42.9,,,
DN000037,DISPENSINGNOZZLE,3x0.65 mm,Dual Nozzle_NCP252LS,1000000,1000000,47010051,0,UTL1,TRUE,ProcessU1,ProcessU1,57:20.5,55:55.1,,,
DN000038,DISPENSINGNOZZLE,1x0.50 mm.,Dual Nozzle_NCP252HS,1000000,1000000,47010053,-2,UTL1,FALSE,ProcessU1,ProcessU1,01:45.0,59:14.3,,,
DN000039,DISPENSINGNOZZLE,2x0.65 mm.,Dual Nozzle_VS0641LS,1000000,1000000,47010069,-12,UTL1,TRUE,ProcessU1,ProcessU1,08:05.4,09:52.3,,,
DN000040,DISPENSINGNOZZLE,1x0.50 mm.,Dual Nozzle_VS0641HS,1000000,1000000,47010068,-13,UTL1,FALSE,ProcessU1,ProcessU1,01:52.7,11:22.5,,,
DN000041,DISPENSINGNOZZLE,2x0.65 mm.,Dual Nozzle_ISL360LS,1000000,1000000,47010070,-3,UTL1,TRUE,,ProcessU1,12:33.9,12:33.9,,,
DN000042,DISPENSINGNOZZLE,All,Stem Long,1000000,1000000,47085277,1,UTL1,TRUE,,ProcessU1,10:09.0,10:09.0,,,
DN000043,DISPENSINGNOZZLE,All,Stem Short,1000000,1000000,47085276,0,UTL1,TRUE,,ProcessU1,11:22.1,11:22.1,,,
DN000044,DISPENSINGNOZZLE,1x0.50 mm.,Nozzle Tip 0.5 mm.,1000000,1000000,47085278,1,UTL1,FALSE,ProcessU1,ProcessU1,02:04.7,13:25.9,,,
DN000045,DISPENSINGNOZZLE,2X0.50 mm.,CSD59973Q5MC,9995000,1000000,47010035/47010037,4,UTL1,TRUE,,ProcessU1,29:50.1,29:50.1,,,
DN000046,DISPENSINGNOZZLE,3x0.50 mm.,3 dot,7995000,8000000,47010048,9,UTL1,TRUE,,PE UTL1,27:36.9,27:36.9,,,
DN000047,DISPENSINGNOZZLE,1x0.65 mm.,SHORT NOZZLE,7995000,8000000,47085276,23,UTL1,TRUE,PE UTL1,PE UTL1,48:38.2,52:41.7,,,
DN000048,DISPENSINGNOZZLE,0.5mm (1X),1 dot on die,7995000,8000000,47010028,8,UTL2,TRUE,,PE UTL2,06:44.9,06:44.9,,,
DN000049,DISPENSINGNOZZLE,0.5mm (2X),2 dot on die,7995000,8000000,47010018,6,UTL2,TRUE,,PE UTL2,09:15.2,09:15.2,,,
DN000050,DISPENSINGNOZZLE,0.4mm (2X),2 dot on die,7995000,8000000,47010080,3,UTL2,FALSE,PE UTL2,PE UTL2,10:42.6,10:09.6,,,
DN000051,DISPENSINGNOZZLE,0.5 mm,Dual column,7995000,8000000,N/A,3,UTL2,FALSE,,PE UTL2,23:52.4,23:52.4,,,
DN000052,DISPENSINGNOZZLE,0.5 mm,1 dot on DAP,7995000,8000000,47010079,5,UTL2,FALSE,,PE UTL2,38:59.4,38:59.4,,,
DN000053,DISPENSINGNOZZLE,2X0.65 mm.,481 CB830 Plus_Short,800000,800000,47085273,7,UTL1,TRUE,,PE UTL1,15:35.9,15:35.9,,,
DN000054,DISPENSINGNOZZLE,5x0.65 mm.,ADI LT4201,9995000,1000000,47010084,0,UTL1,TRUE,,PE UTL1,13:29.8,13:29.8,,,
DN000055,DISPENSINGNOZZLE,2X0.65 mm.,TIU 491 LS CLIP,9995000,10000000,47085232,2,UTL1,TRUE,,PE UTL1,51:30.0,51:30.0,,,
DN000056,DISPENSINGNOZZLE,3X0.65 mm,TIU 480 LS CLIP,9995000,10000000,47085226,4,UTL1,TRUE,PE UTL1,PE UTL1,55:04.5,53:33.0,,,
DN000057,DISPENSINGNOZZLE,1x0.50 mm.,Dual Nozzle QFN 5x6,7995000,8000000,47010022,0,UTL1,TRUE,,PE UTL1,32:45.0,32:45.0,,,
DN000058,DISPENSINGNOZZLE,1x0.50 mm.,Dual Nozzle 6x5 HS,7995000,8000000,47010057,1,UTL1,TRUE,,PE UTL1,36:30.7,36:30.7,,,
DN000059,DISPENSINGNOZZLE,1x0.65 mm.,Dual Nozzle 5x4 LS,7995000,8000000,47010056,2,UTL1,TRUE,,PE UTL1,38:39.2,38:39.2,,,
DN000060,DISPENSINGNOZZLE,1x0.50 mm.,Dual Nozzle 5x4 HS,7995000,8000000,47010055,0,UTL1,TRUE,,PE UTL1,41:16.8,41:16.8,,,
DN000061,DISPENSINGNOZZLE,1x0.65 mm.,Dual Nozzle 3.5x4.5 ,7995000,8000000,47010064,0,UTL1,TRUE,,PE UTL1,44:22.9,44:22.9,,,
DN000062,DISPENSINGNOZZLE,1x0.50 mm.,Dual Nozzle 5x7 HS,7995000,8000000,47010062,1,UTL1,TRUE,,PE UTL1,47:05.4,47:05.4,,,
DN000063,DISPENSINGNOZZLE,1x0.65 mm.,Dual Nozzle 5x6 HS,7995000,8000000,47010066,4,UTL1,TRUE,,PE UTL1,49:47.2,49:47.2,,,
DN000064,DISPENSINGNOZZLE,1x0.50 mm.,Dual Nozzle 5x5 HS,7995000,8000000,47010050,2,UTL1,TRUE,,PE UTL1,52:47.1,52:47.1,,,
DN000065,DISPENSINGNOZZLE,1x0.50 mm.,Dual Nozzle 5x5 HS,7995000,8000000,47010053,2,UTL1,TRUE,,PE UTL1,54:47.0,54:47.0,,,
DN000066,DISPENSINGNOZZLE,1x0.50 mm.,Dual Nozzle 5x5 HS,7995000,8000000,47010068,6,UTL1,TRUE,,PE UTL1,57:21.1,57:21.1,,,
DN000067,DISPENSINGNOZZLE,3x0.50 mm.,3 dot (PMOS),8000000,7995000,47010090,0,UTL1,TRUE,PE UTL1,PE UTL1,44:14.6,43:44.0,,,
DN000068,DISPENSINGNOZZLE,4X0.65 mm,SIC32305,9995000,1000000,47010087,0,UTL1,TRUE,,PE UTL1,20:15.0,20:15.0,,,
DN000069,DISPENSINGNOZZLE,1x0.50 mm.,Single NOZZLE 0.50 ,7995000,8000000,47085278,-1,UTL1,TRUE,,PE UTL1,45:39.8,45:39.8,,,
DN000070,DISPENSINGNOZZLE,1X0.65 mm.,Single NOZZLE 0.65,7995000,8000000,47085279,0,UTL1,TRUE,,PE UTL1,50:10.5,50:10.5,,,
DN000071,DISPENSINGNOZZLE,"0.4,0.35mm",Dual Nozzle short,7995000,8000000,47010098,3,UTL1,TRUE,,PE UTL1,32:22.7,32:22.7,,,
DN000072,DISPENSINGNOZZLE,"0.4,0.35mm",Dual Nozzle long,7995000,8000000,47010099,0,UTL1,TRUE,,PE UTL1,33:39.6,33:39.6,,,
DS000001,DIESET,11,11,11,11,11,0,UTL1,FALSE,,PE ULT1,07:53.2,07:53.2,,,
DS000002,DIESET,NA0005,JMJ,4999000,5000000,47085126,19,UTL1,TRUE,PE ULT1,PE ULT1,08:41.3,56:06.2,,,
DS000003,DIESET,NA0005,ASM,4999000,5000000,47085240,19,UTL1,TRUE,PE ULT1,PE ULT1,08:50.2,56:55.8,,,
DS000004,DIESET,NA0006,ASM,4999000,5000000,47085334,24,UTL1,TRUE,,PE ULT1,52:49.5,52:49.5,,,
DS000005,DIESET,NA0006,JMJ,4999000,5000000,47085127,10,UTL1,TRUE,,PE ULT1,53:27.1,53:27.1,,,
DS000006,DIESET,NA0007,ASM,4999000,5000000,47085337,9,UTL1,TRUE,PE ULT1,PE ULT1,05:43.2,05:21.7,,,
DS000007,DIESET,NA0007,JMJ,4999000,5000000,47085128,1,UTL1,TRUE,,PE ULT1,06:27.4,06:27.4,,,
DS000008,DIESET,NA0036,JMJ,4999000,5000000,1,3,UTL1,TRUE,,PE ULT1,25:44.5,25:44.5,,,
DS000009,DIESET,NA0037,JMJ,4999000,5000000,1,3,UTL1,TRUE,,PE ULT1,34:56.0,34:56.0,,,
DS000010,DIESET,NA0008,ASM,4999000,5000000,47085340,8,UTL1,TRUE,,PE ULT1,44:46.4,44:46.4,,,
DS000011,DIESET,NA0008,JMJ,4999000,5000000,47085129,14,UTL1,TRUE,,PE ULT1,45:18.1,45:18.1,,,
DS000012,DIESET,NA0009,ASM,4999000,5000000,47085343,15,UTL1,TRUE,,PE ULT1,00:54.3,00:54.3,,,
DS000013,DIESET,NA0009,JMJ,4999000,5000000,47085130,13,UTL1,TRUE,,PE ULT1,02:24.1,02:24.1,,,
DS000014,DIESET,NA0010,ASM,4999000,5000000,47085346,3,UTL1,TRUE,,PE ULT1,10:31.7,10:31.7,,,
DS000015,DIESET,NA0010,JMJ,4999000,5000000,47085131,3,UTL1,TRUE,,PE ULT1,11:46.4,11:46.4,,,
DS000016,DIESET,NA0011,ASM,4999000,5000000,47085349,3,UTL1,TRUE,,PE ULT1,24:50.3,24:50.3,,,
DS000017,DIESET,NA0011,JMJ,4999000,5000000,47085132,3,UTL1,TRUE,,PE ULT1,25:19.3,25:19.3,,,
DS000018,DIESET,NA0012,ASM,4999000,5000000,47085352,3,UTL1,TRUE,,PE ULT1,07:07.2,07:07.2,,,
DS000019,DIESET,NA0012,JMJ,4999000,5000000,47085246,1,UTL1,TRUE,,PE ULT1,07:35.6,07:35.6,,,
DS000020,DIESET,NA0013,ASM,4999000,5000000,47085355,3,UTL1,TRUE,,PE ULT1,16:29.8,16:29.8,,,
DS000021,DIESET,NA0013,JMJ,4999000,5000000,47085247,1,UTL1,TRUE,,PE ULT1,17:02.8,17:02.8,,,
DS000022,DIESET,NA0014,ASM,4999000,5000000,47085358,10,UTL1,TRUE,,PE ULT1,23:30.9,23:30.9,,,
DS000023,DIESET,NA0014,JMJ,4999000,5000000,47085248,7,UTL1,TRUE,,PE ULT1,24:14.3,24:14.3,,,
DS000024,DIESET,NA0015,ASM,4999000,5000000,47085361,13,UTL1,TRUE,,PE ULT1,30:53.5,30:53.5,,,
DS000025,DIESET,NA0015,JMJ,4999000,5000000,47085249,10,UTL1,TRUE,,PE ULT1,31:22.1,31:22.1,,,
DS000026,DIESET,NA0001,ASM,4999000,5000000,47085184,8,UTL1,TRUE,PE UTL1,PE ULT1,28:24.6,46:08.3,,,
DS000027,DIESET,NA0002,ASM,4999000,5000000,47085197,8,UTL1,TRUE,,PE ULT1,52:00.6,52:00.6,,,
DS000028,DIESET,NA0046,JMJ,4999000,5000000,1,1,UTL1,TRUE,,PE ULT1,00:19.3,00:19.3,,,
DS000029,DIESET,NA0033,ASM,4999000,5000000,47085472,78,UTL1,TRUE,PE ULT1,PE ULT1,39:42.0,17:54.9,,,
DS000030,DIESET,NA0052,JMJ,4999000,5000000,47050025,6,UTL1,TRUE,PE UTL1,PE ULT1,22:27.7,28:11.1,,,
DS000031,DIESET,NA0026,JMJ,4999000,5000000,47085293,6,UTL1,TRUE,,PE ULT1,35:24.1,35:24.1,,,
DS000032,DIESET,NA0025,JMJ,4999000,5000000,47085289,5,UTL1,TRUE,,PE ULT1,42:02.9,42:02.9,,,
DS000033,DIESET,NA0028,JMJ,4999000,5000000,47085301,24,UTL1,TRUE,,PE ULT1,51:55.2,51:55.2,,,
DS000034,DIESET,NA0027,JMJ,4999000,5000000,47085297,25,UTL1,TRUE,,PE ULT1,56:00.5,56:00.5,,,
DS000035,DIESET,NA0032,JMJ,4999000,5000000,47085317,8,UTL1,TRUE,,PE ULT1,06:35.0,06:35.0,,,
DS000036,DIESET,NA0031,JMJ,4999000,5000000,47085313,7,UTL1,TRUE,,PE ULT1,10:31.7,10:31.7,,,
DS000037,DIESET,NA0038,ASM,4999000,5000000,NA0038,8,UTL1,TRUE,,PE ULT1,43:38.1,43:38.1,,,
DS000038,DIESET,NA0039,ASM,4999000,5000000,NA0039,9,UTL1,TRUE,,PE ULT1,44:04.2,44:04.2,,,
DS000039,DIESET,NA0040,ASM,4999000,5000000,NA0040,4,UTL1,TRUE,,PE ULT1,08:47.4,08:47.4,,,
DS000040,DIESET,NA0041,ASM,4999000,5000000,NA0041,4,UTL1,TRUE,,PE ULT1,10:00.0,10:00.0,,,
DS000041,DIESET,NA0076,JMJ,4999000,5000000,47050049,30,UTL1,TRUE,PE UTL1,PE ULT1,42:59.4,27:05.8,,,
DS000042,DIESET,NA0075,A-ONE,4999000,5000000,47050088,17,UTL1,TRUE,PE UTL1,PE ULT1,57:51.1,27:33.9,,,
DS000043,DIESET,NA0063,ASM,4999000,5000000,n/a,2,UTL1,TRUE,,PE ULT1,05:21.1,05:21.1,,,
DS000044,DIESET,NA0064,ASM,4999000,5000000,n/a,1,UTL1,TRUE,,PE ULT1,05:46.7,05:46.7,,,
DS000045,DIESET,NA0047,410,4999000,5000000,47050086,15,UTL1,TRUE,PE UTL1,PE ULT1,49:25.0,05:29.3,,,
DS000046,DIESET,NA0048,410,4999000,5000000,47050131,9,UTL1,TRUE,PE UTL1,PE ULT1,54:47.5,05:57.1,,,
DS000047,DIESET,NA0023,N/A,4999000,5000000,N/A,6,UTL1,TRUE,,PE ULT1,41:29.3,41:29.3,,,
DS000048,DIESET,NA0077/94,ASM,4999000,5000000,n/a,24,UTL1,TRUE,PE UTL1,PE ULT1,16:19.8,50:00.9,,,
DS000049,DIESET,NA0089,Dark fish,4999000,5000000,n/a,1,UTL1,TRUE,,PE ULT1,16:05.8,16:05.8,,,
DS000050,DIESET,NA0088,NA0088,4999000,5000000,N/A,5,UTL1,TRUE,,PE ULT1,15:10.0,15:10.0,,,
DS000051,DIESET,NA0089,NA0089,4999000,5000000,N/A,1,UTL1,TRUE,,PE ULT1,15:41.2,15:41.2,,,
DS000052,DIESET,NA0087,NA0087,4999000,5000000,N/A,17,UTL1,TRUE,,PE ULT1,56:08.0,56:08.0,,,
DS000053,DIESET,NA0073,420,4999000,5000000,NA0073,2,UTL1,TRUE,,PE ULT1,42:35.5,42:35.5,,,
DS000054,DIESET,NA0074,420,4999000,5000000,N/A,3,UTL1,TRUE,,PE ULT1,43:13.5,43:13.5,,,
DS000055,DIESET,NA0102,VS0,4999000,5000000,n/a,18,UTL1,TRUE,,PE ULT1,01:03.5,01:03.5,,,
DS000056,DIESET,NA0079,NA0079,4999000,5000000,N/A,1,UTL1,TRUE,,PE ULT1,21:54.2,21:54.2,,,
DS000057,DIESET,NA0080,NA0080,4999000,5000000,N/A,1,UTL1,TRUE,,PE ULT1,23:49.7,23:49.7,,,
DS000058,DIESET,NA0091/143,NA0091/143,4999000,5000000,NA0091,4,UTL1,TRUE,PE UTL1,PE ULT1,54:04.9,56:29.8,,,
DS000059,DIESET,NA0092,A-ONE,4999000,5000000,NA0092,7,UTL1,TRUE,PE UTL1,PE ULT1,16:14.4,33:50.4,,,
DS000060,DIESET,NB0001,NB0001,4999000,5000000,NB0001,0,UTL1,FALSE,,PE ULT1,06:31.2,06:31.2,,,
DS000061,DIESET,NA0050,415,4999000,5000000,N/A,4,UTL1,TRUE,,PE ULT1,51:03.1,51:03.1,,,
DS000062,DIESET,testedit,testedit,2790,2790,2790,0,UTL1,FALSE,Admin,Admin,55:50.7,42:09.6,,,
DS000063,DIESET,NA0081,NA0081,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,12:09.4,12:09.4,,,
DS000064,DIESET,NA0108,NA0108,4999000,5000000,n/a,0,UTL1,TRUE,,PE UTL1,38:48.9,38:48.9,,,
DS000065,DIESET,NA0112,ASM,4999000,5000000,N/A,9,UTL1,TRUE,,PE UTL1,15:55.9,15:55.9,,,
DS000066,DIESET,NA0030,ASM,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,54:29.6,54:29.6,,,
DS000067,DIESET,NA0029,ASM,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,03:16.2,03:16.2,,,
DS000068,DIESET,NA0086,ADI,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,28:52.5,28:52.5,,,
DS000069,DIESET,NA0085,ADI,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,54:29.4,54:29.4,,,
DS000070,DIESET,NA0110/141,VIPER,4999000,5000000,N/A,8,UTL1,TRUE,PE UTL1,PE UTL1,57:43.5,45:44.9,,,
DS000071,DIESET,NA0098,ASM,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,08:25.4,08:25.4,,,
DS000072,DIESET,NB0001,NB0001,4999000,5000000,47050300,4,UTL1,TRUE,PE UTL1,PE UTL1,36:24.4,22:31.6,,,
DS000073,DIESET,NA0104,JMJ,4999000,5000000,47050282,1,UTL1,TRUE,PE UTL1,PE UTL1,15:55.9,55:30.7,,,
DS000074,DIESET,NA0124,AO0,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,11:50.5,11:50.5,,,
DS000075,DIESET,NA0136,ASM,4999000,5000000,N/A,1,UTL1,FALSE,,PE UTL1,46:31.8,46:31.8,,,
DS000076,DIESET,NA0123/138,ASM,4999000,5000000,N/A,0,UTL1,TRUE,PE UTL1,PE UTL1,07:04.4,59:03.1,,,
DS000077,DIESET,NA0130,ASM,4999000,5000000,N/A,2,UTL1,TRUE,,PE UTL1,45:28.3,45:28.3,,,
DS000078,DIESET,NA0078,ASM,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,50:06.0,50:06.0,,,
DS000079,DIESET,NA0001,ASM,4999000,5000000,47085184,0,UTL1,FALSE,PE UTL1,PE UTL1,55:24.4,36:50.9,,,
DS000080,DIESET,NA0002,ASM,4999000,5000000,47085197,0,UTL1,FALSE,PE UTL1,PE UTL1,57:50.0,44:20.0,,,
DS000081,DIESET,NA0001_003,JMJ,4999000,5000000,47085124,0,UTL1,TRUE,,PE UTL1,14:04.7,14:04.7,,,
DS000082,DIESET,NA0002_065,JMJ,4999000,5000000,47085125,0,UTL1,TRUE,,PE UTL1,25:36.5,25:36.5,,,
DS000083,DIESET,NA0033,JMJ,4999000,5000000,47050032,2,UTL1,TRUE,,PE UTL1,44:42.2,44:42.2,,,
DS000084,DIESET,NA0121,ASM,4999000,5000000,N/A,1,UTL1,TRUE,,PE UTL1,10:39.5,10:39.5,,,
